title,year,genre,rating,votes,plot,tags
Dark Souls,2011,"action, adventure, fantasy",9.1,4832,"After narrowly escaping a doomed fate in an asylum, an undead warrior fights his way through the desolate remains of Lordran, once a sprawling utopia lead by the gods, to seek his purpose and fulfill a centuries old prophecy.","['multiplayer', 'exploration', 'dark', 'death', 'duel']"
Scarface: Money. Power. Respect.,2006,action,9.1,137,Missing,"['singleplayer', 'story rich', 'pixel graphics', 'short', 'isometric', 'alternate history', 'real time strategy', 'godot']"
GTAV,2013,"action, crime, drama",9.1,261,Four very different criminals team up for a series of heists and walk into some of the most thrilling experiences in the corrupt city of Los Santos.,"['singleplayer',  'multiplayer', 'full controller support', 'atmospheric', 'great soundtrack', 'rpg', 'co-op', 'open world', 'first-person', 'third person', 'funny', 'sandbox', 'comedy', 'third-person shooter', 'moddable', 'crime', 'vr mod']"
Mass Effect 3,2012,"action, adventure, sci-fi",9.1,15609,"Earth is under attack by a monstrous race of gigantic living ships known as the Reapers. Even if Commander Shepard could unite all surviving species in the galaxy, only a miracle could save them. Then again, Shepard did come back from the dead.","['rpg', 'space', 'combat', 'story', 'romance', 'friends', 'race', 'alien', 'relationship']"
BioShock Infinite,2013,"action, adventure, drama",9.1,20240,"A man is sent to the flying city of Columbia to find a missing girl. However, upon arrival he discovers that the city, its people, and his objective are all not what they seem.","['singleplayer',  'full controller support', 'atmospheric',   'great soundtrack', 'rpg', 'story rich', 'first-person', 'sci-fi', 'fps', 'fantasy', 'gore', 'controller', 'dystopian', 'steampunk', 'linear', 'alternate history', 'time travel', 'political']"
Dragon Age: Origins,2009,"action, adventure, fantasy",9.1,7942,"After four hundred years since the last Blight, a new Archdemon seeks to destroy the land of Ferelden. It is up to the player - as one of the remaining Grey Wardens - to unite the divided armies of Ferelden and save humanity.","['singleplayer', 'atmospheric', 'rpg', 'story rich', 'open world', 'third person', 'fantasy', 'female protagonist', 'tactical', 'character customization', 'choices matter', 'dark fantasy', 'multiple endings', 'loot', 'real-time with pause', 'romance', 'dragons', 'party-based rpg']"
Wallace & Gromit: The Big Fix Up,2020,"adventure, comedy, mystery",9.1,15,"Combining the latest in augmented and mixed reality, Wallace and Gromit: The Big Fix Up, is an all new epic adventure in which fans are able to experience and interact with the story as it ...                See full summary »","['singleplayer', 'tactical rpg', 'unity']"
Bioshock: The Collection,2016,"action, adventure, horror",9.1,430,"The complete, critically-acclaimed Bioshock trilogy, consisting of Bioshock (2007), Bioshock 2 (2010) and Bioshock Infinite (2013).","['first-person', 'online', 'collection', 'interactive', 'bundle', 'infinite']"
Metal Gear Solid: HD Collection,2011,"action, war",9.1,72,The HD collection of Hideo Kojima's masterpiece series.,"['multiplayer', 'fps', 'online', 'epic', 'collection', 'japan', 'metal', 'snake']"
Assassin's Creed II,2009,"action, adventure, sci-fi",9.1,23202,"Desmond Miles is trained to become a modern-day Assassin through the resurrected memories of ancestor Ezio Auditore da Firenze, who uncovers a massive Templar conspiracy in Renaissance Italy leading to the new Pope.","['assassin', 'hero', 'swords']"
God of War III,2010,"action, adventure, fantasy",9.1,10421,"Armed with his deadly double-chained blades, Kratos must take on Greek mythology's darkest creatures to destroy Olympus and the mighty Zeus himself.","['rpg', 'war', 'story', 'character', 'mythology', 'quick', 'god', 'slasher']"
Portal,2007,"adventure, comedy, sci-fi",9.1,12829,A test subject wakes up in a scientific facility controlled by a sadistic artificial intelligence and must escape with the help of the only instrument she has--a gun that makes portals.,"['singleplayer',  'atmospheric', 'great soundtrack', 'story rich', 'first-person', 'sci-fi', 'partial controller support', 'fps', 'funny', 'classic', 'female protagonist', 'comedy', 'includes level editor', 'captions available', 'short', 'physics', 'dark humor', 'commentary available', 'includes source sdk', 'science']"
Disco Elysium,2019,"comedy, crime, drama",9.1,773,You're a detective tasked with solving a murder in the strange world of Elysium. Utilize a new and innovative skill system to be the detective you want to be. Become a hero or an absolute disaster of a human being.,"['exclusive', 'detective', 'city', 'console', 'offline', 'hero', 'unique', 'block', 'disco']"
BioShock,2007,"action, adventure, horror",9.1,19831,"In 1960, a lone survivor of a plane crash named Jack discovers an abandoned underwater utopia, only to find out that the mystery behind its creation is much more sinister than he first believed.","['singleplayer', 'atmospheric', 'great soundtrack', 'rpg', 'story rich', 'first-person', 'sci-fi', 'partial controller support', 'horror', 'fps', 'classic', 'action rpg', 'dark', 'dystopian', 'steampunk', 'alternate history', 'political', 'underwater']"
Mass Effect,2007,"action, adventure, drama",9.1,18211,"In a technologically advanced future, an elite human soldier takes command of a prototype star ship and works to defend the galaxy from danger.","['singleplayer', 'atmospheric', 'great soundtrack', 'rpg', 'story rich', 'open world', 'third person', 'sci-fi', 'female protagonist', 'action rpg', 'third-person shooter', 'space', 'character customization', 'choices matter', 'dark fantasy', 'real-time with pause', 'romance']"
Fallout 3,2008,"action, adventure, sci-fi",9.1,18944,"Centuries following nuclear war, a teen leaves the safety of an underground vault in order to find their father, who left in hopes of creating a water purifier.","['singleplayer', 'atmospheric', 'rpg', 'story rich', 'open world', 'first-person', 'third person', 'sci-fi', 'partial controller support', 'horror', 'fps', 'exploration', 'sandbox', 'female protagonist', 'action rpg', 'moddable', 'post-apocalyptic', 'character customization']"
Half-Life 2: Episode Two,2007,"action, adventure, sci-fi",9.1,6267,"Gordon Freeman, along with the help of human and non-human allies, continues his fight against the ruthless alien force known as the Combine.","['singleplayer',  'multiplayer', 'atmospheric',  'great soundtrack', 'story rich', 'first-person', 'sci-fi', 'partial controller support', 'horror', 'fps', 'classic', 'stats', 'zombies', 'post-apocalyptic', 'captions available', 'aliens', 'dystopian', 'commentary available', 'episodic', 'includes source sdk', 'silent protagonist']"
Vampire: The Masquerade - Bloodlines,2004,"action, drama, fantasy",9.1,1803,"Beginning your journey as a new Kindred, you must choose your path to follow the high class Vampire Society, or the lawbreaking group of Anarchs as you find your place in this new world.","['singleplayer', 'atmospheric', 'great soundtrack', 'rpg', 'story rich', 'first-person', 'third person', 'horror', 'fps', 'classic', 'female protagonist', 'stealth', 'action rpg', 'dark', 'cult classic', 'gothic', 'supernatural', 'cloud saves', 'vampire']"
God of War,2005,"action, adventure, fantasy",9.1,10200,"After 10 years of endless nightmares and servitude to the gods of Olympus, Kratos is assigned with a final task, to kill Ares, the God of War.","['atmospheric', 'story rich', 'hack and slash', 'blood', 'mythology']"
Max Payne 2: The Fall of Max Payne,2003,"action, crime, drama",9.1,10741,"The brooding cop has left the DEA and returned to the NYPD. When his latest case ends up involving the thought-dead femme fatale Mona Sax, he finds that his journey through the night is far from over.","['physics', 'story', 'destruction', 'drama', 'character', 'romance', 'first person mod', 'police', 'fall']"
Metal Gear Solid,2000,"action, adventure, sci-fi",9.1,1156,Solid Snake is called upon from his home in Alaska to infiltrate an enemy base searching for Metal Gear.,"['singleplayer', 'exclusive']"
Resident Evil,2002,"action, horror, mystery",9.1,4202,"Remake of the first game in which the RPD squad, Jill and Chris, are forced to flee into a mysterious mansion. Featuring new gameplay mechanics, revised puzzles, additional explorable areas, a revised script, and new story details.",['singleplayer']
X-COM: UFO Defense,1994,"action, sci-fi, thriller",9.1,385,"Because aliens are attempting to invade the Earth, you will have to command X-com, an international organisation to fight the alien invasion. By shooting down UFO's and recovering ...                See full summary »","['singleplayer', 'atmospheric', 'sci-fi', 'difficult', 'classic', 'tactical', 'retro', 'space', 'turn-based', 'isometric', 'aliens', 'turn-based strategy', 'management', 'base building', 'turn-based tactics']"
Master of Orion II: Battle at Antares,1996,sci-fi,9.1,144,"Lead an alien race to victory in a wide, opportune galaxy! Play as the Elf-like Elerians, The Bear-sized Bulrathi, or the robotic Meklars.","['space', 'combat', 'ship', 'planets', 'galaxy']"
Metal Gear Solid: Integral,1999,"action, adventure, drama",9.1,363,Metal Gear Solid: Integral is an expanded version of the original Metal Gear Solid. Now all the VR missions from mgs VR MISSIONS is bundled with the game.,"['singleplayer', 'exclusive']"
Final Fantasy X,2001,"adventure, fantasy, romance",9.1,7844,A celebrated young athlete is drawn from his futuristic hometown and convenient lifestyle to a harsh and techno-phobic land by a mysterious force only known as Sin.,['exclusive']
Shenmue,1999,"action, adventure, crime",9.1,1222,"Ryo, a respected Japanese student sees his father killed in front of his own eyes. He sets out to find the man in charge of his fathers death and the mystery of who and why?",['singleplayer']
Super Metroid,1994,"action, adventure, mystery",9.1,2094,Samus Aran returns to the brooding planet Zebes to recover the last metroid from the Space Pirates.,['singleplayer']
GoldenEye 007,1997,"action, adventure, thriller",9.1,5616,James Bond must track down agent-turned-terrorist Alec Trevelyan to stop the launch of a powerful satellite. Play the game that set the stage for the First-person shooter genre on the console.,"['singleplayer', 'multiplayer', 'exclusive']"
Super Mario 64,1996,"action, adventure, comedy",9.1,6167,"When the evil Bowser steals 120 power stars and traps Princess Peach within the walls of her own castle, it's up to Mario to save her once again.",['singleplayer']
Resident Evil 2,1998,"action, horror, sci-fi",9.1,5892,"Two months after the mansion events, the deadly T-virus escapes into the streets of Raccoon City. Leon Kennedy and Claire Redfield find the police office left abandoned. In an underground facility the story of Umbrella Corp. gets unfolded.","['atmospheric', 'horror', 'action-adventure', 'zombies', 'survival horror', 'remake', 'quest']"
The Curse of Monkey Island,1997,"adventure, comedy, fantasy",9.1,2673,"After unwittingly turning his true love Elaine into solid gold with a cursed engagement ring, Guybrush Threepwood must find a map, a ship and a crew, sail to Blood Island and track down an uncursed diamond ring to reverse the curse.","['singleplayer',  'great soundtrack', 'funny', 'classic', 'comedy', 'point & click', 'cartoony', 'pirates']"
Gabriel Knight: Sins of the Fathers,1993,"adventure, drama, horror",9.1,685,"Gabriel Knight, the owner of a New Orleans, Louisiana bookstore, gets tangled up in the investigation of a series of voodoo-related murders currently plaguing the city.","['singleplayer', 'atmospheric', 'story rich', 'classic', 'pixel graphics', 'point & click', 'mystery', 'detective']"
Growlanser VI: Precarious World,2007,adventure,9,19,Missing,['exclusive']
Ori and the Will of the Wisps,2020,"adventure, fantasy",9,1141,"Ori begins a new journey that goes beyond the forest of Nibel where he uncovers lost secrets, and unearths his true destiny.","['singleplayer',  'full controller support', 'atmospheric',  'great soundtrack', 'story rich', 'open world', 'fantasy', 'difficult', 'exploration', 'action-adventure', 'cute', 'metroidvania', 'puzzle-platformer', 'masterpiece', 'beautiful', 'emotional', 'souls-like']"
